name,region,date,value
The average amount of an application for a consumer loan,Tyumen region,2014-01-15,235939
The average amount of an application for a consumer loan,Tyumen region,2014-02-15,239723
The average amount of an application for a consumer loan,Tyumen region,2014-03-15,248365
The average amount of an application for a consumer loan,Tyumen region,2014-04-15,235811
The average amount of an application for a consumer loan,Tyumen region,2014-05-15,238103
The average amount of an application for a consumer loan,Tyumen region,2014-06-15,243296
The average amount of an application for a consumer loan,Tyumen region,2014-07-15,234196
The average amount of an application for a consumer loan,Tyumen region,2014-08-15,230417
The average amount of an application for a consumer loan,Tyumen region,2014-09-15,220396
The average amount of an application for a consumer loan,Tyumen region,2014-10-15,208102
The average amount of an application for a consumer loan,Tyumen region,2014-11-15,209585
The average amount of an application for a consumer loan,Tyumen region,2014-12-15,221273
The average amount of an application for a consumer loan,Tyumen region,2015-01-15,196810
The average amount of an application for a consumer loan,Tyumen region,2015-02-15,196400
The average amount of an application for a consumer loan,Tyumen region,2015-03-15,199756
The average amount of an application for a consumer loan,Tyumen region,2015-04-15,198123
The average amount of an application for a consumer loan,Tyumen region,2015-05-15,191011
The average amount of an application for a consumer loan,Tyumen region,2015-06-15,200579
The average amount of an application for a consumer loan,Tyumen region,2015-07-15,193986
The average amount of an application for a consumer loan,Tyumen region,2015-08-15,191437
The average amount of an application for a consumer loan,Tyumen region,2015-09-15,195711
The average amount of an application for a consumer loan,Tyumen region,2015-10-15,215494
The average amount of an application for a consumer loan,Tyumen region,2015-11-15,226508
The average amount of an application for a consumer loan,Tyumen region,2015-12-15,239806
The average amount of an application for a consumer loan,Tyumen region,2016-01-15,235269
The average amount of an application for a consumer loan,Tyumen region,2016-02-15,220744
The average amount of an application for a consumer loan,Tyumen region,2016-03-15,220722
The average amount of an application for a consumer loan,Tyumen region,2016-04-15,225623
The average amount of an application for a consumer loan,Tyumen region,2016-05-15,221551
The average amount of an application for a consumer loan,Tyumen region,2016-06-15,218442
The average amount of an application for a consumer loan,Tyumen region,2016-07-15,221564
The average amount of an application for a consumer loan,Tyumen region,2016-08-15,237877
The average amount of an application for a consumer loan,Tyumen region,2016-09-15,238973
The average amount of an application for a consumer loan,Tyumen region,2016-10-15,238523
The average amount of an application for a consumer loan,Tyumen region,2016-11-15,245099
The average amount of an application for a consumer loan,Tyumen region,2016-12-15,248507
The average amount of an application for a consumer loan,Tyumen region,2017-01-15,255272
The average amount of an application for a consumer loan,Tyumen region,2017-02-15,264910
The average amount of an application for a consumer loan,Tyumen region,2017-03-15,257674
The average amount of an application for a consumer loan,Tyumen region,2017-04-15,265555
The average amount of an application for a consumer loan,Udmurt republic,2013-01-15,136141
The average amount of an application for a consumer loan,Udmurt republic,2013-02-15,159287
The average amount of an application for a consumer loan,Udmurt republic,2013-03-15,151172
The average amount of an application for a consumer loan,Udmurt republic,2013-04-15,159841
The average amount of an application for a consumer loan,Udmurt republic,2013-05-15,166100
The average amount of an application for a consumer loan,Udmurt republic,2013-06-15,153653
The average amount of an application for a consumer loan,Udmurt republic,2013-07-15,155749
The average amount of an application for a consumer loan,Udmurt republic,2013-08-15,167092
The average amount of an application for a consumer loan,Udmurt republic,2013-09-15,170262
The average amount of an application for a consumer loan,Udmurt republic,2013-10-15,174518
The average amount of an application for a consumer loan,Udmurt republic,2013-11-15,174397
The average amount of an application for a consumer loan,Udmurt republic,2013-12-15,165209
The average amount of an application for a consumer loan,Udmurt republic,2014-01-15,164159
The average amount of an application for a consumer loan,Udmurt republic,2014-02-15,168737
The average amount of an application for a consumer loan,Udmurt republic,2014-03-15,171507
The average amount of an application for a consumer loan,Udmurt republic,2014-04-15,169149
The average amount of an application for a consumer loan,Udmurt republic,2014-05-15,172979
The average amount of an application for a consumer loan,Udmurt republic,2014-06-15,171152
The average amount of an application for a consumer loan,Udmurt republic,2014-07-15,169787
The average amount of an application for a consumer loan,Udmurt republic,2014-08-15,167625
The average amount of an application for a consumer loan,Udmurt republic,2014-09-15,167919
The average amount of an application for a consumer loan,Udmurt republic,2014-10-15,160643
The average amount of an application for a consumer loan,Udmurt republic,2014-11-15,161727
The average amount of an application for a consumer loan,Udmurt republic,2014-12-15,176848
The average amount of an application for a consumer loan,Udmurt republic,2015-01-15,150567
The average amount of an application for a consumer loan,Udmurt republic,2015-02-15,147468
The average amount of an application for a consumer loan,Udmurt republic,2015-03-15,153795
The average amount of an application for a consumer loan,Udmurt republic,2015-04-15,156138
The average amount of an application for a consumer loan,Udmurt republic,2015-05-15,153677
The average amount of an application for a consumer loan,Udmurt republic,2015-06-15,159289
The average amount of an application for a consumer loan,Udmurt republic,2015-07-15,154239
The average amount of an application for a consumer loan,Udmurt republic,2015-08-15,151130
